2026-08-29 18:20:09 - app.main - INFO - Barrin's Identity v0.1.0
2026-08-29 18:20:09 - app.main - INFO - <BaseSettings env=development debug=True>
2026-08-29 18:20:09 - app.main - INFO - Application started successfully
2026-08-29 18:26:10 - app.main - INFO - Barrin's Identity v0.1.0
2026-08-29 18:26:10 - app.main - INFO - <BaseSettings env=development debug=True>
2026-08-29 18:26:10 - app.main - INFO - Application started successfully
2026-08-29 18:26:17 - app.main - INFO - Route: GET / | Status: 301 | Time: 0.2065s | RequestID: d4d07894-6e57-4d6c-b879-7ebd3b7c6aac
2026-08-29 18:26:17 - app.main - INFO - Route: GET /docs | Status: 200 | Time: 0.0042s | RequestID: 40acde97-bf1c-4ef8-9114-53d1cbf0b92b
2026-08-29 18:26:18 - app.main - INFO - Route: GET /openapi.json | Status: 200 | Time: 0.2686s | RequestID: 0f8e818b-23a3-4ae3-9e04-281701d8fbc6
2026-08-29 18:26:29 - app.main - INFO - Route: GET /.well-known/jwks.json | Status: 200 | Time: 0.0085s | RequestID: 4d414b61-ac08-4cd8-8670-31fd5e0dbdee
2026-08-29 18:27:56 - app.main - INFO - Route: POST /api/v1/auth/token | Status: 200 | Time: 0.8618s | RequestID: 096dabf4-c7a0-4905-a78a-697c14386a12
2026-08-29 18:28:25 - app.main - INFO - Route: GET /api/v1/service-accounts | Status: 200 | Time: 0.1546s | RequestID: ce713150-900d-4b63-9067-72334e2a2afb
2026-08-29 18:28:42 - app.main - INFO - Route: GET /health | Status: 200 | Time: 0.0017s | RequestID: 749ea9f4-d29e-4f9b-9796-6c3a44461e19
2026-08-29 18:30:34 - app.main - INFO - Route: POST /api/v1/auth/token | Status: 200 | Time: 0.2133s | RequestID: 5f2e0013-e238-4466-9740-b683e3fd3679
2026-08-29 18:30:35 - app.main - INFO - Route: GET /api/v1/auth/me | Status: 200 | Time: 0.1085s | RequestID: ae514b01-e5f9-491e-ba17-6475fd700409
2026-08-29 21:04:24 - app.main - INFO - Shutting down application
